	model	error_type	target	specific_error	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
59	../final/models/models_2nd_run/model1_0	Word	joy	Missing Letter	1.0	0.7428571428571429	0.8524590163934426	1.0	0.7428571428571429	0.8524590163934426	0.7428571428571429
60	../final/models/models_2nd_run/model1_0	Word	joy	Repeating Letter	1.0	0.6	0.75	1.0	0.6	0.75	0.6
61	../final/models/models_2nd_run/model1_0	Word	joy	Scrambled Letter	1.0	0.7105263157894737	0.8307692307692308	1.0	0.7105263157894737	0.8307692307692308	0.7105263157894737
62	../final/models/models_2nd_run/model1_0	Word	nervousness	Adjacent Key	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	../final/models/models_2nd_run/model1_0	Word	nervousness	Missing Letter	1.0	0.1875	0.3157894736842105	1.0	0.1875	0.3157894736842105	0.1875
64	../final/models/models_2nd_run/model1_0	Word	nervousness	Repeating Letter	1.0	0.5	0.6666666666666666	1.0	0.5	0.6666666666666666	0.5
65	../final/models/models_2nd_run/model1_0	Word	nervousness	Scrambled Letter	1.0	0.2222222222222222	0.36363636363636365	1.0	0.2222222222222222	0.36363636363636365	0.2222222222222222
66	../final/models/models_2nd_run/model1_0	Word	neutral	Adjacent Key	1.0	0.11764705882352941	0.21052631578947367	1.0	0.11764705882352941	0.21052631578947367	0.11764705882352941
67	../final/models/models_2nd_run/model1_0	Word	neutral	Missing Letter	1.0	0.11363636363636363	0.20408163265306123	1.0	0.11363636363636363	0.20408163265306123	0.11363636363636363
68	../final/models/models_2nd_run/model1_0	Word	neutral	Repeating Letter	1.0	0.2	0.3333333333333333	1.0	0.2	0.3333333333333333	0.2
69	../final/models/models_2nd_run/model1_0	Word	neutral	Scrambled Letter	1.0	0.0967741935483871	0.17647058823529413	1.0	0.0967741935483871	0.17647058823529413	0.0967741935483871
70	../final/models/models_2nd_run/model1_0	Word	pride	Adjacent Key	1.0	0.2903225806451613	0.45	1.0	0.2903225806451613	0.45	0.2903225806451613
71	../final/models/models_2nd_run/model1_0	Word	pride	Missing Letter	1.0	0.23076923076923078	0.375	1.0	0.23076923076923078	0.375	0.23076923076923078
72	../final/models/models_2nd_run/model1_0	Word	pride	Repeating Letter	1.0	0.25925925925925924	0.4117647058823529	1.0	0.25925925925925924	0.4117647058823529	0.25925925925925924
73	../final/models/models_2nd_run/model1_0	Word	pride	Scrambled Letter	1.0	0.11538461538461539	0.20689655172413793	1.0	0.11538461538461539	0.20689655172413793	0.11538461538461539
74	../final/models/models_2nd_run/model1_0	Word	sadness	Adjacent Key	1.0	0.6666666666666666	0.8	1.0	0.6666666666666666	0.8	0.6666666666666666
75	../final/models/models_2nd_run/model1_0	Word	sadness	Missing Letter	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	../final/models/models_2nd_run/model1_0	Word	sadness	Repeating Letter	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	../final/models/models_2nd_run/model1_0	Word	sadness	Scrambled Letter	1.0	1.0	1.0	1.0	1.0	1.0	1.0
78	../final/models/models_2nd_run/model1_0	Word	surprise	Adjacent Key	1.0	0.25	0.4	1.0	0.25	0.4	0.25
79	../final/models/models_2nd_run/model1_0	Word	surprise	Missing Letter	1.0	0.1111111111111111	0.2	1.0	0.1111111111111111	0.2	0.1111111111111111
80	../final/models/models_2nd_run/model1_0	Word	surprise	Repeating Letter	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	../final/models/models_2nd_run/model1_0	Word	surprise	Scrambled Letter	0.0	0.0	0.0	0.0	0.0	0.0	0.0
